age,workclass,education,marital.status,occupation,sex,native.country,income
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
38,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
43,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
47,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
58,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
48,Private,Prof-school,Married-civ-spouse,Tech-support,Male,United-States,>50K
42,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
51,Private,10th,Married-civ-spouse,Sales,Male,United-States,>50K
32,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
45,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
56,Private,Masters,Married-civ-spouse,Craft-repair,Male,United-States,>50K
38,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
45,Private,Assoc-voc,Married-civ-spouse,Sales,Male,United-States,>50K
55,Private,Masters,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
36,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
30,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,China,>50K
42,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
54,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
25,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
58,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
62,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,United-States,>50K
43,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
57,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
42,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,China,>50K
47,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
40,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
43,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
41,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
32,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
39,Federal-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Male,United-States,>50K
53,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
47,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
52,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
40,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
42,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
51,Private,Masters,Married-civ-spouse,Protective-serv,Male,United-States,>50K
55,Private,Masters,Married-civ-spouse,Tech-support,Male,United-States,>50K
38,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
60,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Male,United-States,>50K
55,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,Germany,>50K
47,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
46,Private,Masters,Married-civ-spouse,Tech-support,Male,United-States,>50K
35,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
57,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
46,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
52,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
45,Private,Doctorate,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Tech-support,Male,United-States,>50K
46,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
45,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,>50K
54,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
50,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,?,>50K
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
36,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
53,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
47,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
39,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
62,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Private,Bachelors,Married-civ-spouse,Sales,Male,South,>50K
53,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
31,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,Italy,>50K
39,Private,Bachelors,Married-civ-spouse,Transport-moving,Male,Philippines,>50K
60,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
26,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
37,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
45,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
37,Private,Assoc-acdm,Married-civ-spouse,Sales,Male,United-States,>50K
32,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
39,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
58,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Female,?,>50K
45,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,United-States,>50K
51,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
39,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
56,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
53,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
40,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
57,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
50,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
34,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
53,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
31,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
34,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
36,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
51,Private,Some-college,Married-civ-spouse,Craft-repair,Male,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Sales,Male,United-States,>50K
40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
50,Self-emp-inc,7th-8th,Married-civ-spouse,Craft-repair,Male,?,>50K
46,Self-emp-inc,Masters,Married-civ-spouse,Sales,Male,United-States,>50K
54,Private,Doctorate,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
39,Private,Masters,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
54,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,United-States,>50K
31,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
51,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,?,>50K
36,Private,Masters,Married-civ-spouse,Adm-clerical,Male,Japan,>50K
41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,Taiwan,>50K
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Tech-support,Male,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
54,Private,Doctorate,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
46,Private,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
57,Private,Doctorate,Married-civ-spouse,Tech-support,Male,Germany,>50K
36,Private,Masters,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Male,United-States,>50K
33,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
54,Private,Some-college,Married-civ-spouse,Tech-support,Male,United-States,>50K
55,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
36,Private,Masters,Married-civ-spouse,Sales,Male,United-States,>50K
55,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,Hong,>50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
26,?,Bachelors,Married-civ-spouse,?,Female,United-States,>50K
48,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,?,>50K
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
39,Private,Masters,Never-married,Exec-managerial,Male,United-States,<=50K
21,Private,Some-college,Never-married,Prof-specialty,Male,United-States,<=50K
23,Private,Some-college,Never-married,Sales,Female,United-States,<=50K
47,Private,HS-grad,Divorced,Exec-managerial,Female,United-States,<=50K
30,Private,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
35,Private,Some-college,Never-married,Machine-op-inspct,Male,United-States,<=50K
26,Private,Some-college,Never-married,Adm-clerical,Female,United-States,<=50K
26,Private,Bachelors,Never-married,Exec-managerial,Male,United-States,<=50K
41,Local-gov,Masters,Divorced,Prof-specialty,Male,United-States,<=50K
30,Local-gov,Some-college,Never-married,Protective-serv,Male,United-States,<=50K
28,Private,HS-grad,Separated,Craft-repair,Male,United-States,<=50K
56,Private,HS-grad,Widowed,Sales,Female,United-States,<=50K
35,Private,HS-grad,Never-married,Machine-op-inspct,Male,United-States,<=50K
34,Private,Assoc-voc,Never-married,Tech-support,Female,United-States,<=50K
29,Private,HS-grad,Never-married,Craft-repair,Male,United-States,<=50K
23,Private,Assoc-acdm,Never-married,Adm-clerical,Female,United-States,<=50K
24,Federal-gov,HS-grad,Never-married,Adm-clerical,Female,United-States,<=50K
62,Private,Some-college,Divorced,Adm-clerical,Male,United-States,<=50K
77,Self-emp-not-inc,Some-college,Widowed,Adm-clerical,Female,United-States,<=50K
47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Female,Honduras,>50K
48,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
42,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
31,Private,Masters,Married-civ-spouse,Tech-support,Male,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,England,>50K
50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
55,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
48,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Female,United-States,>50K
46,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Male,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,United-States,>50K
43,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
46,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,<=50K
42,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
45,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
23,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,United-States,<=50K
45,Private,Bachelors,Married-civ-spouse,Sales,Male,United-States,>50K
30,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,United-States,<=50K
55,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,?,>50K
55,Private,Assoc-acdm,Married-civ-spouse,Sales,Female,United-States,>50K
57,Private,Prof-school,Married-civ-spouse,Craft-repair,Male,Philippines,>50K
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Male,United-States,>50K
43,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
42,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
46,Private,Masters,Married-civ-spouse,Tech-support,Male,?,>50K
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
55,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,United-States,>50K
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,Puerto-Rico,>50K
34,Private,Masters,Married-civ-spouse,Exec-managerial,Male,United-States,>50K
40,Federal-gov,Masters,Married-civ-spouse,Tech-support,Male,Philippines,>50K
50,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,United-States,>50K
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,United-States,>50K
55,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,United-States,>50K
44,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Female,United-States,>50K
57,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,United-States,>50K
28,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Female,United-States,<=50K
57,Private,Some-college,Married-civ-spouse,Sales,Male,United-States,>50K
